kepoi_name,median_candidate_probability,lower_90pct,upper_90pct,interval_width,probability_std
K01348.01,0.008202741599167413,0.0045114534312020544,0.041380996403427926,0.036869542972225874,0.014170002924092314
K03285.01,0.9239025230990818,0.9034020819014521,0.9402425078803902,0.03684042597893811,0.013484565128512947
K01489.01,0.9502216220071666,0.9240733517846713,0.9608769990469349,0.036803647262263595,0.014953818699653232
K02060.01,0.9353489994036374,0.9161015942981208,0.9528374871024209,0.03673589280430012,0.01083935702198288
K03668.01,0.024586446119417602,0.009496266201428892,0.04621376751925979,0.0367175013178309,0.05433811172909709
K02490.01,0.9456986851342893,0.9230088275094754,0.9596248091331872,0.03661598162371171,0.011882246259670591
K02073.02,0.9648080264733148,0.9381981714624509,0.974737896701358,0.03653972523890714,0.012044345658405167
K00137.02,0.9293389433703951,0.9099120218623832,0.9462830617796253,0.03637103991724211,0.011371430074456557
K03844.01,0.02646055340629077,0.02534385185973477,0.06169627364728544,0.03635242178755067,0.01738873732158271
K00374.01,0.9557320601989757,0.9341396085840036,0.9703786989694723,0.036239090385468686,0.012215418885941543
K02719.01,0.9528220141635977,0.9280915624663486,0.9642024846795688,0.03611092221322021,0.01228640163002003
K01324.01,0.03427993415006232,0.02447482427989781,0.06039262081426625,0.03591779653436844,0.011558435951674776
K01627.01,0.9651419448443683,0.9380099053507887,0.9738481927881893,0.035838287437400695,0.019125406922606274
K03853.01,0.04737629684299226,0.03563467440284563,0.07145089085246863,0.035816216449622996,0.0231900623954609
K00811.01,0.9596102311842267,0.9311433728186823,0.9669406104126875,0.035797237594005216,0.011794805353564265
K03145.01,0.9437962608031703,0.9245203271965776,0.9603154251666056,0.035795097970028,0.011478645732712546
K02025.02,0.9609447835852779,0.9357367972172008,0.9714557202969537,0.035718923079752884,0.017657397303711138
K07216.01,0.029084377004346164,0.015162241942910454,0.05087580792452326,0.03571356598161281,0.011725231533130506
K00864.01,0.9553503632855053,0.9322042279164524,0.9678597142616223,0.03565548634516991,0.011644962508421133
K07000.01,0.011630606257860015,0.005942658678427842,0.041476192045698926,0.03553353336727108,0.015252234517252126
K01909.01,0.9659478086353813,0.9473002248406368,0.9828322937051857,0.03553206886454885,0.01252735269834038
K02067.01,0.9681344295353994,0.9461238234686413,0.9815956256885877,0.03547180221994639,0.015799584657261154
K00733.04,0.9545964972905987,0.9331242482788372,0.968447755901124,0.035323507622286754,0.01051870451801727
K05717.01,0.021629007993196572,0.010416524548416588,0.04546282482311444,0.03504630027469785,0.013236821854218983
K01989.01,0.9293045015150052,0.9077517257292289,0.9426056738507915,0.03485394812156262,0.011650712277969055
K02487.01,0.9774796295616572,0.9487831788282062,0.983601775041128,0.034818596212921826,0.011237237247138675
K05995.01,0.022974360387137606,0.009884181288633246,0.04469402303608572,0.03480984174745247,0.01714041921204758
K01040.01,0.009671450536130697,0.0046513285074834465,0.03901819157086597,0.034366863063382526,0.019849867025922348
