raw_feature,missing_fraction
koi_impact,0.007325552520486714
koi_depth,0.007325552520486714
koi_prad,0.007325552520486714
koi_teq,0.007325552520486714
koi_model_snr,0.007325552520486714
koi_steff,0.007325552520486714
koi_slogg,0.007325552520486714
koi_srad,0.007325552520486714
koi_kepmag,0.00012416190712689348
koi_period,0.0
koi_duration,0.0
